"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"China","CHN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1892271367560.09","2069420176441.64","2365339209451.12","2694809153240.02","3047093716345.3","3383273842295.33","3720796004661.86","4066370385606.02","4388459129025.54","4727994346043.03","5133960366384.9","5560727951418.39","6074727904441.69","6689380589777.04","7367108987395.51","8211249902415.96","9251999154576.55","10561155692920.1","11582445416831.7","12671507980510.5","14014215429607.2","15340147423340.5","16545296138278.3","17832309075487.5","19162938196730.9","20500277500109.2","21889285206099.4","23397734154416.1","24978653070010","26494483218696","27114504049776","29438240129870.1","30360890176120.6","32004884803945.3","33597882047418.8",
"Cote d'Ivoire","CIV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64063495622.484","64089713718.0807","63932975522.8212","63809914071.8432","64327544357.2551","68911360958.1642","74237745675.6266","81400827010.7104","84871681712.3883","85862015402.3599","85633803213.3227","83789240395.7837","81501353004.0622","77649707795.0553","80122880670.5141","80920957094.4427","83199350239.2588","84115732649.5223","88138707177.7418","91314628222.062","97567899071.286","92328066528.4805","99363845372.1675","110055606909.495","120370018325.665","129030580269.806","138285633654.093","148533653433.383","155727355215.77","166194369560.793","167357279085.387","179178274483.428","190645475535.602","202942981804.875","215018089222.307",
"Cameroon","CMR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51192848469.4072","49243117963.6864","47716579725.7047","43931668854.7992","44756182468.9157","46051427006.0364","47992527880.2293","50165300201.7225","52535878944.3715","54905932268.9424","57010156987.347","59475425081.572","62138155821.9261","65526644958.2901","70145528271.0204","71708560180.5984","74440357496.4561","77661830226.2754","79873388993.9853","81933524799.2723","84308797938.1703","87157770352.3957","91189670263.5506","95745076833.6667","101221521111.431","106957697125.582","111809078187.605","115768435044.329","120347671976.682","124529825764.752","124853519772.037","129022200845.744","133843481810.674","138191179830.771","143263822679.332",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79677843436.7892","72968131207.578","65306471181.3189","56510309573.2391","54306409306.4474","54686553536.0959","54127015681.4623","51086675988.1484","50256949673.7382","48110907145.2377","44785997321.1114","43845413886.4461","45137873731.5951","47655584123.5075","50866795581.8206","53987550378.7193","56860216902.2796","60419369536.0526","64181015601.1775","66013424678.9329","70705643442.004","75566423729.3102","80921739816.6562","87785486697.0725","96099025196.6669","102745394379.215","105210666253.396","109131812716.167","115484507692.662","120547959277.788","122639976008.026","130243843399.282","141867387282.322","154080877941.82","164367209943.232",
"Congo, Rep.","COG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20709745611.1503","21205820117.027","21759705123.1923","21546528945.828","20362961790.3261","21174491870.6613","22082979539.5213","21945002399.7772","22765208444.8047","22177365378.4643","23857518231.7228","24764724673.0889","25899412178.5963","26110042793.8187","27017792797.8924","29113227688.4904","31438279446.956","29358953277.7384","31210439248.1357","34842488218.4079","38302788206.1274","39147716827.6844","43041800172.356","42735155559.2203","45575361950.4456","45764587690.9234","41789821841.049","39451775871.4041","38542681577.0867","38976083979.3992","36533151792.0523","36903988991.0873","37448454255.7938","38162545447.2186","39147011807.7312",
"Colombia","COL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324362108923.578","330854565533.009","344237399255.639","362775994368.943","383870191922.137","403840799094.197","412143179194.874","426280900614.625","428709781358.363","410686756804.185","422698775564.672","429791231167.284","440553119642.857","457815188748.605","482230573793.389","505516336190.343","539471204741.433","575821824818.307","594728624564.412","601506441278.546","628542104500.866","672212530981.313","698513758899.827","734375410017.75","767415180035.221","790099215895.953","806591608674.065","817556099366.045","838520888947.413","865243337113.698","803067693827.328","889808627041.398","955016270619.415","961819615833.414","978591840244.661",
"Comoros","COM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1058574902.21291","1001458041.54335","1086892244.6792","1119564891.90016","1060487882.03897","1098773683.76324","1084580945.76607","1128291224.53136","1142761737.68136","1164753144.1201","1291104151.37114","1321224411.81048","1351942150.88043","1380385278.32158","1406883979.69296","1446804986.09047","1485101269.89598","1496982708.98002","1556332252.95342","1657290418.40375","1736857895.40788","1839126739.95986","1955187402.83549","2129732252.17478","2212700088.60733","2256778505.71208","2319522105.86037","2449326958.87954","2548759981.50965","2641248625.31913","2747039030.22049","2821917777.54899","2901450568.94747","2990370232.67625","3091707405.89754",
"Cabo Verde","CPV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694075763.336612","703821607.213835","780803130.046865","848797899.326003","1011619758.53208","1155387478.81707","1286483805.22371","1429520555.86049","1608457729.23559","1788969285.58273","2044521201.70721","2090147852.0345","2199899241.02861","2291772738.2399","2525466468.96274","2700038276.85302","2915602594.87611","3357919567.09354","3594283904.72014","3540240729.11105","3605254387.81299","3746750463.41027","3787352067.99735","3811293311.41454","3837845328.09483","3873768577.6945","4039593563.54896","4223448183.68258","4380009912.03763","4684325394.4235","3709738572.10333","3970664151.46117","4599763302.14502","4847743178.01053","5200265315.98456",
"Costa Rica","CRI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34193376303.5995","34968080230.8262","38185529566.224","40895629625.5445","42743714733.0189","44519268572.0049","45120483259.9345","47591355722.4284","50996664081.1035","53146077175.7535","55202149077.3309","57129349886.9473","59081389155.2295","61632038992.6062","64359009941.2156","66918353044.4417","71821256960.4575","77721468011.9585","81404047083.7566","80693018596.8338","85018441595.3984","88761938961.9588","93095822656.9127","95418345692.3376","98798168340.2055","102406357442.919","106711851740.171","111148609293.115","114056150658.974","116813471579.883","111821618043.896","120695515793.091","126188962272.74","132639643385.102","138371299881.813",
"Caribbean small states","CSS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47575422994.129","48144425372.3012","49967384146.1082","50061814847.4527","51813843948.8769","53341680086.0008","55994361139.5493","58845772605.2455","61749389372.7213","64844113719.3685","67842065353.4017","69554641145.2297","72618471792.2131","78015801874.2902","82302863141.7535","85961424313.969","93296013609.8004","97286414891.1894","99485654188.3073","96605067084.3716","98871614865.5515","100030287732.132","104650260084.017","106831979312.182","109649369921.787","109288279205.734","105447590465.37","104215574913.393","105614946504.615","106818400085.823","98892445016.8103","104573449542.966","121016999916.387","133332261529.052","153616957413.759",
"Cuba","CUB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4592351701.35661","4560400244.28921","4578508007.40448","4591702657.70018","4601274570.33441","4632398757.73048","4708181775.98131","4824472134.57277","4930033663.26906","4903839988.06607","4907876172.46187","4932830636.06987","4915617482.90386","4884369054.57603","4853236214.51856","4875471391.17712","4823415569.37406","4761858749.14008","4661663939.63272","4512204853.42978","3680223299.37453","3834193240.62081","4137976371.0752","4311854138.18778","",
"Cayman Islands","CYM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4445537886.44747","4586133589.09912","4569742692.56795","4240699172.13266","4125537250.05143","4173767346.52232","4225094403.10133","4279147346.42407","4392738510.23343","4517190161.30993","4663545963.37824","4812035408.50852","5017377829.29841","5213840048.84888","4955504368.02689","5198568359.3221","5466623675.42002","5704950753.45717","",
"Cyprus","CYP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16045152325.6722","16163806419.267","17683204063.6774","17806986578.4429","18857598555.2486","20434559446.0282","20689693396.0008","21236093853.083","22533806691.4847","23660036140.9455","25071429330.9023","26062393265.4105","27032689627.9634","27741838073.102","29136218386.4307","30550195458.1719","31990265557.1517","33621201640.7763","34847363240.5994","34145160283.6267","34924581955.7336","35070116833.7353","33861116109.16","31630522700.4334","31068746057.3414","32130961750.8683","34243119699.446","36212384110.0941","38483503023.2233","40744638123.5816","39432404008.844","43923040810.4633","47087637837.8646","48389097653.0858","50057583598.2764",
"Czechia","CZE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288488025923.232","254980307983.252","253688724756.707","253845768839.722","261230927867.638","277483164458.171","289050284001.323","287328011372.846","286198380739.434","290143226484.397","301779912723.448","310583495272.003","315284050659.918","325691062731.455","341116897824.647","362863198510.266","386896255871.086","408132317969.282","418793828203.317","398698742735.364","409522078354.86","416780369262.004","413568375531.342","413395452601.536","422677057731.912","443636592213.908","455086276548.982","478630462236.121","492177168365.082","509727106573.064","482686697512.017","502134232985.641","516430851532.897","516145462444.72","521928276858.84",
"Germany","DEU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3365857796014.35","3537794614176.02","3609052315479.65","3573925276757.34","3666761021952.03","3721960654229.95","3760600405552.67","3830352671067.8","3910643045290.24","3993944305636.62","4108859906651.87","4176103083425.6","4166568613124.25","4144488757303.69","4192662978927.76","4229797279915.02","4392887102554.34","4519846248065.39","4560995073582.57","4308080391872.51","4486726471608.03","4655336254565.75","4677416110386.31","4695481441676.97","4797349859790.47","4876636610153.9","4988541310498.25","5124031316998.61","5181238211541.48","5232423319289.5","5018148388902.16","5202314428956.09","5273572144806.67","5259521323498.96","5246975952526.71",
